Unnamed: 0,name,moves,encounterOrEvolutionTrigger,OriginIfEvolution,movesByTM
22,dugtrio,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 15}, {'name': 'dig', 'levelLearnedAt': 19}, {'name': 'sand-attack', 'levelLearnedAt': 24}, {'name': 'slash', 'levelLearnedAt': 35}, {'name': 'earthquake', 'levelLearnedAt': 47}]",walk,,"['bide', 'dig', 'body-slam', 'rest', 'rock-slide', 'tri-attack', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'mimic']"
23,meowth,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'bite', 'levelLearnedAt': 12}, {'name': 'pay-day', 'levelLearnedAt': 17}, {'name': 'screech', 'levelLearnedAt': 24}, {'name': 'fury-swipes', 'levelLearnedAt': 33}, {'name': 'slash', 'levelLearnedAt': 44}]",walk,,"['bubble-beam', 'water-gun', 'bide', 'thunder', 'dig', 'thunderbolt', 'body-slam', 'rest', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'swift', 'dream-eater', 'rage', 'toxic', 'take-down', 'mimic']"
24,poliwhirl,"[{'name': 'bubble', 'levelLearnedAt': 1}, {'name': 'hypnosis', 'levelLearnedAt': 16}, {'name': 'water-gun', 'levelLearnedAt': 19}, {'name': 'double-slap', 'levelLearnedAt': 26}, {'name': 'body-slam', 'levelLearnedAt': 33}, {'name': 'amnesia', 'levelLearnedAt': 41}, {'name': 'hydro-pump', 'levelLearnedAt': 49}]",walk,,"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'mega-kick', 'submission', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'psywave', 'blizzard', 'psychic', 'mimic', 'metronome']"
25,slowpoke,"[{'name': 'confusion', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 18}, {'name': 'headbutt', 'levelLearnedAt': 22}, {'name': 'growl', 'levelLearnedAt': 27}, {'name': 'water-gun', 'levelLearnedAt': 33}, {'name': 'amnesia', 'levelLearnedAt': 40}, {'name': 'psychic', 'levelLearnedAt': 48}]",walk,,"['bubble-beam', 'water-gun', 'bide', 'thunder-wave', 'dig', 'body-slam', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'reflect', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'swift', 'dream-eater', 'rage', 'toxic', 'take-down', 'earthquake', 'psywave', 'blizzard', 'psychic', 'mimic']"
26,voltorb,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'screech', 'levelLearnedAt': 1}, {'name': 'sonic-boom', 'levelLearnedAt': 17}, {'name': 'self-destruct', 'levelLearnedAt': 22}, {'name': 'light-screen', 'levelLearnedAt': 29}, {'name': 'swift', 'levelLearnedAt': 36}, {'name': 'explosion', 'levelLearnedAt': 43}]",walk,,"['bide', 'thunder', 'thunder-wave', 'thunderbolt', 'rest', 'teleport', 'reflect', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'self-destruct', 'take-down', 'mimic']"
27,zubat,"[{'name': 'leech-life', 'levelLearnedAt': 1}, {'name': 'supersonic', 'levelLearnedAt': 10}, {'name': 'bite', 'levelLearnedAt': 15}, {'name': 'confuse-ray', 'levelLearnedAt': 21}, {'name': 'wing-attack', 'levelLearnedAt': 28}, {'name': 'haze', 'levelLearnedAt': 36}]",walk,,"['whirlwind', 'bide', 'rest', 'razor-wind', 'double-edge', 'substitute', 'mega-drain', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
28,machop,"[{'name': 'karate-chop', 'levelLearnedAt': 1}, {'name': 'low-kick', 'levelLearnedAt': 20}, {'name': 'leer', 'levelLearnedAt': 25}, {'name': 'focus-energy', 'levelLearnedAt': 32}, {'name': 'seismic-toss', 'levelLearnedAt': 39}, {'name': 'submission', 'levelLearnedAt': 46}]",walk,,"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'mimic', 'metronome']"
29,geodude,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'defense-curl', 'levelLearnedAt': 11}, {'name': 'rock-throw', 'levelLearnedAt': 16}, {'name': 'self-destruct', 'levelLearnedAt': 21}, {'name': 'harden', 'levelLearnedAt': 26}, {'name': 'earthquake', 'levelLearnedAt': 31}, {'name': 'explosion', 'levelLearnedAt': 36}]",walk,,"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'submission', 'counter', 'double-edge', 'substitute', 'double-team', 'rage', 'toxic', 'self-destruct', 'take-down', 'earthquake', 'mimic', 'metronome']"
30,onix,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'screech', 'levelLearnedAt': 1}, {'name': 'bind', 'levelLearnedAt': 15}, {'name': 'rock-throw', 'levelLearnedAt': 19}, {'name': 'rage', 'levelLearnedAt': 25}, {'name': 'slam', 'levelLearnedAt': 33}, {'name': 'harden', 'levelLearnedAt': 43}]",walk,,"['bide', 'dig', 'body-slam', 'rest', 'rock-slide', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'self-destruct', 'take-down', 'earthquake', 'mimic']"
31,vulpix,"[{'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'ember', 'levelLearnedAt': 1}, {'name': 'quick-attack', 'levelLearnedAt': 16}, {'name': 'roar', 'levelLearnedAt': 21}, {'name': 'confuse-ray', 'levelLearnedAt': 28}, {'name': 'flamethrower', 'levelLearnedAt': 35}, {'name': 'fire-spin', 'levelLearnedAt': 42}]",walk,,"['bide', 'dig', 'body-slam', 'rest', 'reflect', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
32,gastly,"[{'name': 'night-shade', 'levelLearnedAt': 1}, {'name': 'confuse-ray', 'levelLearnedAt': 1}, {'name': 'lick', 'levelLearnedAt': 1}, {'name': 'hypnosis', 'levelLearnedAt': 27}, {'name': 'dream-eater', 'levelLearnedAt': 35}]",walk,,"['bide', 'thunder', 'thunderbolt', 'rest', 'substitute', 'mega-drain', 'double-team', 'dream-eater', 'rage', 'toxic', 'self-destruct', 'psywave', 'psychic', 'mimic']"
33,haunter,"[{'name': 'night-shade', 'levelLearnedAt': 1}, {'name': 'confuse-ray', 'levelLearnedAt': 1}, {'name': 'lick', 'levelLearnedAt': 1}, {'name': 'hypnosis', 'levelLearnedAt': 29}, {'name': 'dream-eater', 'levelLearnedAt': 38}]",walk,,"['bide', 'thunder', 'thunderbolt', 'rest', 'substitute', 'mega-drain', 'double-team', 'dream-eater', 'rage', 'toxic', 'self-destruct', 'psywave', 'psychic', 'mimic']"
34,cubone,"[{'name': 'growl', 'levelLearnedAt': 1}, {'name': 'bone-club', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 25}, {'name': 'focus-energy', 'levelLearnedAt': 31}, {'name': 'thrash', 'levelLearnedAt': 38}, {'name': 'bonemerang', 'levelLearnedAt': 43}, {'name': 'rage', 'levelLearnedAt': 46}]",walk,,"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'blizzard', 'mimic']"
35,venonat,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 1}, {'name': 'poison-powder', 'levelLearnedAt': 24}, {'name': 'leech-life', 'levelLearnedAt': 27}, {'name': 'stun-spore', 'levelLearnedAt': 30}, {'name': 'psybeam', 'levelLearnedAt': 35}, {'name': 'sleep-powder', 'levelLearnedAt': 38}, {'name': 'psychic', 'levelLearnedAt': 43}]",walk,,"['bide', 'rest', 'reflect', 'double-edge', 'substitute', 'mega-drain', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'psywave', 'solar-beam', 'psychic', 'mimic']"
36,weepinbell,"[{'name': 'vine-whip', 'levelLearnedAt': 1}, {'name': 'growth', 'levelLearnedAt': 1}, {'name': 'wrap', 'levelLearnedAt': 13}, {'name': 'poison-powder', 'levelLearnedAt': 15}, {'name': 'sleep-powder', 'levelLearnedAt': 18}, {'name': 'stun-spore', 'levelLearnedAt': 23}, {'name': 'acid', 'levelLearnedAt': 29}, {'name': 'razor-leaf', 'levelLearnedAt': 38}, {'name': 'slam', 'levelLearnedAt': 49}]",walk,,"['bide', 'rest', 'reflect', 'double-edge', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
37,tentacool,"[{'name': 'acid', 'levelLearnedAt': 1}, {'name': 'supersonic', 'levelLearnedAt': 7}, {'name': 'wrap', 'levelLearnedAt': 13}, {'name': 'poison-sting', 'levelLearnedAt': 18}, {'name': 'water-gun', 'levelLearnedAt': 22}, {'name': 'constrict', 'levelLearnedAt': 27}, {'name': 'barrier', 'levelLearnedAt': 33}, {'name': 'screech', 'levelLearnedAt': 40}, {'name': 'hydro-pump', 'levelLearnedAt': 48}]",fishing,,"['bubble-beam', 'water-gun', 'bide', 'rest', 'ice-beam', 'reflect', 'double-edge', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'blizzard', 'mimic']"
38,snorlax,"[{'name': 'headbutt', 'levelLearnedAt': 1}, {'name': 'amnesia', 'levelLearnedAt': 1}, {'name': 'rest', 'levelLearnedAt': 1}, {'name': 'body-slam', 'levelLearnedAt': 35}, {'name': 'harden', 'levelLearnedAt': 41}, {'name': 'double-edge', 'levelLearnedAt': 48}, {'name': 'hyper-beam', 'levelLearnedAt': 56}]",walk,,"['bubble-beam', 'whirlwind', 'water-gun', 'mega-punch', 'bide', 'thunder', 'seismic-toss', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'rage', 'toxic', 'self-destruct', 'take-down', 'earthquake', 'psywave', 'blizzard', 'solar-beam', 'psychic', 'mimic', 'metronome']"
39,ditto,"[{'name': 'transform', 'levelLearnedAt': 1}]",walk,,[]
40,pidgeotto,"[{'name': 'gust', 'levelLearnedAt': 1}, {'name': 'sand-attack', 'levelLearnedAt': 5}, {'name': 'quick-attack', 'levelLearnedAt': 12}, {'name': 'whirlwind', 'levelLearnedAt': 21}, {'name': 'wing-attack', 'levelLearnedAt': 31}, {'name': 'agility', 'levelLearnedAt': 40}, {'name': 'mirror-move', 'levelLearnedAt': 49}]",walk,,"['whirlwind', 'bide', 'rest', 'reflect', 'razor-wind', 'double-edge', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
41,nidorina,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'scratch', 'levelLearnedAt': 8}, {'name': 'poison-sting', 'levelLearnedAt': 14}, {'name': 'tail-whip', 'levelLearnedAt': 23}, {'name': 'bite', 'levelLearnedAt': 32}, {'name': 'fury-swipes', 'levelLearnedAt': 41}, {'name': 'double-kick', 'levelLearnedAt': 50}]",walk,,"['bubble-beam', 'water-gun', 'bide', 'thunder', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'reflect', 'horn-drill', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
42,nidorino,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'horn-attack', 'levelLearnedAt': 8}, {'name': 'poison-sting', 'levelLearnedAt': 14}, {'name': 'focus-energy', 'levelLearnedAt': 23}, {'name': 'fury-attack', 'levelLearnedAt': 32}, {'name': 'horn-drill', 'levelLearnedAt': 41}, {'name': 'double-kick', 'levelLearnedAt': 50}]",walk,,"['bubble-beam', 'water-gun', 'bide', 'thunder', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'reflect', 'horn-drill', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
43,parasect,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'stun-spore', 'levelLearnedAt': 13}, {'name': 'leech-life', 'levelLearnedAt': 20}, {'name': 'spore', 'levelLearnedAt': 30}, {'name': 'slash', 'levelLearnedAt': 39}, {'name': 'growth', 'levelLearnedAt': 48}]",walk,,"['bide', 'dig', 'body-slam', 'rest', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
44,exeggcute,"[{'name': 'hypnosis', 'levelLearnedAt': 1}, {'name': 'barrage', 'levelLearnedAt': 1}, {'name': 'reflect', 'levelLearnedAt': 25}, {'name': 'leech-seed', 'levelLearnedAt': 28}, {'name': 'stun-spore', 'levelLearnedAt': 32}, {'name': 'poison-powder', 'levelLearnedAt': 37}, {'name': 'solar-beam', 'levelLearnedAt': 42}, {'name': 'sleep-powder', 'levelLearnedAt': 48}]",walk,,"['bide', 'rest', 'teleport', 'reflect', 'double-edge', 'substitute', 'mega-drain', 'double-team', 'egg-bomb', 'dream-eater', 'rage', 'toxic', 'self-destruct', 'take-down', 'swords-dance', 'psywave', 'solar-beam', 'psychic', 'mimic']"
45,rhyhorn,"[{'name': 'horn-attack', 'levelLearnedAt': 1}, {'name': 'stomp', 'levelLearnedAt': 30}, {'name': 'tail-whip', 'levelLearnedAt': 35}, {'name': 'fury-attack', 'levelLearnedAt': 40}, {'name': 'horn-drill', 'levelLearnedAt': 45}, {'name': 'leer', 'levelLearnedAt': 50}, {'name': 'take-down', 'levelLearnedAt': 55}]",walk,,"['bide', 'thunder', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'horn-drill', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'blizzard', 'mimic']"
46,chansey,"[{'name': 'pound', 'levelLearnedAt': 1}, {'name': 'double-slap', 'levelLearnedAt': 1}, {'name': 'sing', 'levelLearnedAt': 24}, {'name': 'growl', 'levelLearnedAt': 30}, {'name': 'minimize', 'levelLearnedAt': 38}, {'name': 'defense-curl', 'levelLearnedAt': 44}, {'name': 'light-screen', 'levelLearnedAt': 48}, {'name': 'double-edge', 'levelLearnedAt': 54}]",walk,,"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'thunder-wave', 'seismic-toss', 'thunderbolt', 'body-slam', 'rest', 'teleport', 'ice-beam', 'rock-slide', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'soft-boiled', 'substitute', 'skull-bash', 'double-team', 'egg-bomb', 'dream-eater', 'rage', 'toxic', 'take-down', 'earthquake', 'psywave', 'blizzard', 'solar-beam', 'psychic', 'mimic', 'metronome']"
47,pinsir,"[{'name': 'vise-grip', 'levelLearnedAt': 1}, {'name': 'seismic-toss', 'levelLearnedAt': 25}, {'name': 'guillotine', 'levelLearnedAt': 30}, {'name': 'focus-energy', 'levelLearnedAt': 36}, {'name': 'harden', 'levelLearnedAt': 43}, {'name': 'slash', 'levelLearnedAt': 49}, {'name': 'swords-dance', 'levelLearnedAt': 54}]",walk,,"['bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'submission', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'mimic']"
