,name,steps,averageEncounters,encounterablePokemons
10,kanto-route-11-area,0,0.0,"[('spearow', 35, 'walk', 0.0), ('sandshrew', 40, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('shellder', 50, 'walk', 0.0), ('drowzee', 25, 'walk', 0.0), ('krabby', 50, 'fishing', 0.0), ('goldeen', 50, 'fishing', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
11,digletts-cave-area,0,0.0,"[('diglett', 95, 'walk', 0.0), ('dugtrio', 5, 'walk', 0.0)]"
12,kanto-route-5-area,0,0.0,"[('pidgey', 40, 'walk', 0.0), ('meowth', 25, 'walk', 0.0), ('bellsprout', 35, 'walk', 0.0)]"
13,kanto-route-6-area,0,0.0,"[('pidgey', 40, 'walk', 0.0), ('meowth', 25, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('bellsprout', 35, 'walk', 0.0), ('shellder', 50, 'walk', 0.0), ('krabby', 50, 'walk', 0.0), ('goldeen', 50, 'fishing', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
14,ss-anne-area,0,0.0,[]
15,kanto-route-9-area,0,0.0,"[('rattata', 40, 'walk', 0.0), ('spearow', 35, 'walk', 0.0), ('sandshrew', 25, 'walk', 0.0)]"
16,kanto-route-10-area,0,0.0,"[('spearow', 35, 'walk', 0.0), ('sandshrew', 25, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('poliwhirl', 50, 'walk', 0.0), ('slowpoke', 50, 'walk', 0.0), ('voltorb', 40, 'walk', 0.0), ('goldeen', 50, 'fishing', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
17,rock-tunnel-1f,0,0.0,[]
18,rock-tunnel-b1f,0,0.0,"[('zubat', 55, 'walk', 0.0), ('machop', 15, 'walk', 0.0), ('geodude', 25, 'walk', 0.0), ('onix', 5, 'walk', 0.0)]"
19,rock-tunnel-b2f,0,0.0,"[('zubat', 50, 'walk', 0.0), ('machop', 15, 'walk', 0.0), ('geodude', 26, 'walk', 0.0), ('onix', 9, 'walk', 0.0)]"
20,kanto-route-7-area,0,0.0,"[('pidgey', 30, 'walk', 0.0), ('vulpix', 10, 'walk', 0.0), ('meowth', 30, 'walk', 0.0), ('bellsprout', 30, 'walk', 0.0)]"
21,kanto-route-8-area,0,0.0,"[('pidgey', 30, 'walk', 0.0), ('sandshrew', 20, 'walk', 0.0), ('vulpix', 20, 'walk', 0.0), ('meowth', 30, 'walk', 0.0)]"
22,pokemon-tower-1f,0,0.0,[]
23,pokemon-tower-2f,0,0.0,[]
24,pokemon-tower-3f,0,0.0,"[('gastly', 90, 'walk', 0.0), ('haunter', 1, 'walk', 0.0), ('cubone', 9, 'walk', 0.0)]"
25,pokemon-tower-4f,0,0.0,"[('gastly', 86, 'walk', 0.0), ('haunter', 5, 'walk', 0.0), ('cubone', 9, 'walk', 0.0)]"
26,pokemon-tower-5f,0,0.0,"[('gastly', 86, 'walk', 0.0), ('haunter', 5, 'walk', 0.0), ('cubone', 9, 'walk', 0.0)]"
27,pokemon-tower-6f,0,0.0,"[('gastly', 85, 'walk', 0.0), ('haunter', 6, 'walk', 0.0), ('cubone', 9, 'walk', 0.0)]"
28,pokemon-tower-7f,0,0.0,"[('gastly', 75, 'walk', 0.0), ('haunter', 15, 'walk', 0.0), ('cubone', 10, 'walk', 0.0)]"
29,kanto-route-12-area,0,0.0,"[('pidgey', 40, 'walk', 0.0), ('venonat', 20, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('bellsprout', 35, 'walk', 0.0), ('weepinbell', 5, 'walk', 0.0), ('tentacool', 25, 'fishing', 0.0), ('krabby', 25, 'fishing', 0.0), ('goldeen', 75, 'fishing', 0.0), ('magikarp', 125, 'fishing', 0.0), ('snorlax', 100, 'walk', 0.0)]"
30,kanto-route-13-area,0,0.0,"[('pidgey', 35, 'walk', 0.0), ('venonat', 20, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('bellsprout', 35, 'walk', 0.0), ('weepinbell', 5, 'walk', 0.0), ('tentacool', 25, 'fishing', 0.0), ('krabby', 25, 'fishing', 0.0), ('goldeen', 75, 'fishing', 0.0), ('magikarp', 125, 'fishing', 0.0), ('ditto', 5, 'walk', 0.0)]"
31,kanto-route-14-area,0,0.0,"[('pidgey', 20, 'walk', 0.0), ('pidgeotto', 5, 'walk', 0.0), ('venonat', 20, 'walk', 0.0), ('bellsprout', 35, 'walk', 0.0), ('weepinbell', 5, 'walk', 0.0), ('ditto', 15, 'walk', 0.0)]"
32,kanto-route-15-area,0,0.0,"[('pidgey', 15, 'walk', 0.0), ('pidgeotto', 5, 'walk', 0.0), ('venonat', 20, 'walk', 0.0), ('bellsprout', 35, 'walk', 0.0), ('weepinbell', 5, 'walk', 0.0), ('ditto', 20, 'walk', 0.0)]"
33,kanto-safari-zone-middle,0,0.0,"[('nidoran-f', 20, 'walk', 0.0), ('nidorina', 10, 'walk', 0.0), ('nidorino', 5, 'walk', 0.0), ('parasect', 5, 'walk', 0.0), ('venonat', 15, 'walk', 0.0), ('psyduck', 25, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('slowpoke', 25, 'walk', 0.0), ('krabby', 25, 'walk', 0.0), ('exeggcute', 20, 'walk', 0.0), ('rhyhorn', 20, 'walk', 0.0), ('chansey', 1, 'walk', 0.0), ('goldeen', 50, 'fishing', 0.0), ('pinsir', 4, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0), ('dratini', 25, 'walk', 0.0)]"
34,kanto-safari-zone-area-1-east,0,0.0,"[('nidoran-f', 20, 'walk', 0.0), ('nidorina', 10, 'walk', 0.0), ('nidoran-m', 5, 'walk', 0.0), ('paras', 15, 'walk', 0.0), ('parasect', 5, 'walk', 0.0), ('psyduck', 25, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('slowpoke', 25, 'walk', 0.0), ('doduo', 20, 'walk', 0.0), ('krabby', 25, 'walk', 0.0), ('exeggcute', 20, 'walk', 0.0), ('kangaskhan', 4, 'walk', 0.0), ('goldeen', 50, 'fishing', 0.0), ('pinsir', 1, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0), ('dratini', 25, 'walk', 0.0)]"
35,kanto-safari-zone-area-2-north,0,0.0,"[('nidoran-f', 20, 'walk', 0.0), ('nidorina', 10, 'walk', 0.0), ('nidorino', 5, 'walk', 0.0), ('paras', 15, 'walk', 0.0), ('venomoth', 5, 'walk', 0.0), ('psyduck', 25, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('slowpoke', 25, 'walk', 0.0), ('krabby', 25, 'walk', 0.0), ('exeggcute', 20, 'walk', 0.0), ('rhyhorn', 20, 'walk', 0.0), ('chansey', 4, 'walk', 0.0), ('goldeen', 50, 'fishing', 0.0), ('tauros', 1, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0), ('dratini', 25, 'walk', 0.0)]"
36,kanto-safari-zone-area-3-west,0,0.0,"[('nidoran-f', 20, 'walk', 0.0), ('nidorina', 10, 'walk', 0.0), ('nidoran-m', 5, 'walk', 0.0), ('venonat', 15, 'walk', 0.0), ('venomoth', 5, 'walk', 0.0), ('psyduck', 25, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('slowpoke', 25, 'walk', 0.0), ('doduo', 20, 'walk', 0.0), ('krabby', 25, 'walk', 0.0), ('exeggcute', 20, 'walk', 0.0), ('kangaskhan', 1, 'walk', 0.0), ('goldeen', 50, 'fishing', 0.0), ('tauros', 4, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0), ('dratini', 25, 'walk', 0.0)]"
37,seafoam-islands-1f,0,0.0,"[('zubat', 10, 'walk', 0.0), ('golbat', 5, 'walk', 0.0), ('psyduck', 20, 'walk', 0.0), ('slowpoke', 5, 'walk', 0.0), ('slowbro', 1, 'walk', 0.0), ('seel', 20, 'walk', 0.0), ('krabby', 20, 'walk', 0.0), ('staryu', 19, 'walk', 0.0)]"
38,seafoam-islands-b1f,0,0.0,"[('psyduck', 15, 'walk', 0.0), ('seel', 15, 'walk', 0.0), ('dewgong', 4, 'walk', 0.0), ('shellder', 20, 'walk', 0.0), ('krabby', 30, 'walk', 0.0), ('kingler', 1, 'walk', 0.0), ('staryu', 15, 'walk', 0.0)]"
39,seafoam-islands-b2f,0,0.0,"[('golbat', 4, 'walk', 0.0), ('psyduck', 30, 'walk', 0.0), ('golduck', 1, 'walk', 0.0), ('seel', 35, 'walk', 0.0), ('shellder', 10, 'walk', 0.0), ('krabby', 15, 'walk', 0.0), ('staryu', 5, 'walk', 0.0)]"
40,seafoam-islands-b3f,0,0.0,"[('psyduck', 35, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('seel', 30, 'walk', 0.0), ('dewgong', 1, 'walk', 0.0), ('shellder', 25, 'walk', 0.0), ('krabby', 15, 'fishing', 0.0), ('kingler', 4, 'walk', 0.0), ('horsea', 25, 'fishing', 0.0), ('goldeen', 75, 'fishing', 0.0), ('staryu', 40, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
41,seafoam-islands-b4f,0,0.0,"[('golbat', 1, 'walk', 0.0), ('psyduck', 15, 'fishing', 0.0), ('golduck', 4, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('seel', 15, 'walk', 0.0), ('shellder', 25, 'walk', 0.0), ('krabby', 35, 'fishing', 0.0), ('horsea', 25, 'fishing', 0.0), ('goldeen', 75, 'fishing', 0.0), ('staryu', 55, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0), ('articuno', 100, 'walk', 0.0)]"
42,kanto-sea-route-19-area,0,0.0,"[('poliwag', 50, 'fishing', 0.0), ('tentacool', 100, 'walk', 0.0), ('shellder', 25, 'walk', 0.0), ('horsea', 25, 'fishing', 0.0), ('goldeen', 75, 'fishing', 0.0), ('staryu', 25, 'fishing', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
43,kanto-sea-route-20-area,0,0.0,"[('poliwag', 50, 'fishing', 0.0), ('tentacool', 100, 'fishing', 0.0), ('shellder', 25, 'fishing', 0.0), ('horsea', 25, 'fishing', 0.0), ('goldeen', 75, 'fishing', 0.0), ('staryu', 25, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
44,kanto-sea-route-21-area,0,0.0,"[('pidgey', 30, 'walk', 0.0), ('pidgeotto', 15, 'walk', 0.0), ('rattata', 30, 'walk', 0.0), ('raticate', 15, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('tentacool', 100, 'fishing', 0.0), ('shellder', 25, 'fishing', 0.0), ('tangela', 10, 'walk', 0.0), ('horsea', 25, 'fishing', 0.0), ('goldeen', 75, 'fishing', 0.0), ('staryu', 25, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
45,power-plant-area,0,0.0,"[('pikachu', 25, 'walk', 0.0), ('raichu', 5, 'walk', 0.0), ('magnemite', 30, 'walk', 0.0), ('magneton', 10, 'walk', 0.0), ('voltorb', 130, 'walk', 0.0), ('electrode', 100, 'walk', 0.0), ('zapdos', 100, 'walk', 0.0)]"
46,kanto-route-16-area,0,0.0,"[('rattata', 30, 'walk', 0.0), ('raticate', 5, 'walk', 0.0), ('spearow', 40, 'walk', 0.0), ('doduo', 25, 'walk', 0.0), ('snorlax', 100, 'walk', 0.0)]"
47,kanto-route-17-area,0,0.0,"[('raticate', 30, 'walk', 0.0), ('spearow', 40, 'walk', 0.0), ('fearow', 5, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('tentacool', 25, 'walk', 0.0), ('doduo', 25, 'walk', 0.0), ('krabby', 25, 'walk', 0.0), ('goldeen', 75, 'fishing', 0.0), ('magikarp', 125, 'walk', 0.0)]"
48,kanto-route-18-area,0,0.0,"[('raticate', 20, 'walk', 0.0), ('spearow', 40, 'walk', 0.0), ('fearow', 15, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('tentacool', 25, 'walk', 0.0), ('doduo', 25, 'walk', 0.0), ('krabby', 25, 'walk', 0.0), ('goldeen', 75, 'fishing', 0.0), ('magikarp', 125, 'walk', 0.0)]"
49,cinnabar-island-area,0,0.0,"[('poliwag', 50, 'fishing', 0.0), ('shellder', 25, 'fishing', 0.0), ('horsea', 25, 'fishing', 0.0), ('goldeen', 75, 'fishing', 0.0), ('staryu', 25, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
50,kanto-route-22-area,0,0.0,"[('rattata', 45, 'walk', 0.0), ('spearow', 10, 'walk', 0.0), ('nidoran-f', 40, 'walk', 0.0), ('nidoran-m', 5, 'walk', 0.0), ('poliwag', 100, 'fishing', 0.0), ('goldeen', 100, 'fishing', 0.0), ('magikarp', 100, 'fishing', 0.0)]"
51,kanto-route-23-area,0,0.0,"[('spearow', 15, 'walk', 0.0), ('fearow', 25, 'walk', 0.0), ('sandshrew', 20, 'walk', 0.0), ('sandslash', 5, 'walk', 0.0), ('poliwag', 50, 'fishing', 0.0), ('slowbro', 25, 'walk', 0.0), ('kingler', 25, 'walk', 0.0), ('seadra', 25, 'walk', 0.0), ('goldeen', 50, 'fishing', 0.0), ('seaking', 25, 'walk', 0.0), ('magikarp', 100, 'fishing', 0.0), ('ditto', 35, 'walk', 0.0)]"
52,kanto-victory-road-1-1f,0,0.0,[]
53,kanto-victory-road-1-2f,0,0.0,[]
54,kanto-victory-road-1-3f,0,0.0,[]
